No.,Paper no.,Feature name,Feature definition,Category,Data source,Frequency,Formula,Comments (Referenced in other papers),,,,,,,,,,,,,,,,,
268,4,Total Debt/Capital (debt_capital),"Total Debt as a fraction of Total Capital,
where Total Debt is defined as the sum of Accounts Payable and Total Debt in Current and
Long-term Liabilities, and Total Capital is defined as the sum of Total Debt and Total Equity
(common and preferred).",Financial ratio (solvency),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
269,4,Total Debt/Equity (de_ratio),"Total Liabilities to Shareholders’ Equity (common
and preferred).",Financial ratio (solvency),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
270,4,After-tax Interest Coverage (intcov),"Multiple of After-tax Income to Interest
and Related Expenses.",Financial ratio (solvency),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
271,4,Cash Ratio (cash_ratio),"Cash and Short-term Investments as a fraction of
Current Liabilities.",Financial ratio (liquidity),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
272,4,Quick Ratio (Acid Test) (quick_ratio),"Current Assets net of
Inventories as a fraction of Current Liabilities.",Financial ratio (liquidity),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
273,4,Current Ratio (curr_ratio),Current Assets as a fraction of Current Liabilities.,Financial ratio (liquidity),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
274,4,Capitalization Ratio (capital_ratio),"Total Long-term Debt as a fraction
of the sum of Total Long-term Debt, Common/Ordinary Equity and Preferred Stock.",Financial ratio (capitalization),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
275,4,Cash Flow/Total Debt (cash_debt),"Operating Cash Flow as a
fraction of Total Debt.",Financial ratio (Financial soundness),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
276,4,Inventory Turnover (inv_turn),"COGS as a fraction of the average Inventories
based on the most recent two periods.",Financial ratio (Efficiency),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
277,4,Asset Turnover (at_turn),"Sales as a fraction of the average Total Assets based
on the most recent two periods.",Financial ratio (Efficiency),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
278,4,Receivables Turnover (rect_turn),"Sales as a fraction of the average of Accounts
Receivables based on the most recent two periods",Financial ratio (Efficiency),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
279,4,Payables Turnover (pay_turn),"COGS and change in Inventories as a fraction
of the average of Accounts Payable based on the most recent two periods.",Financial ratio (Efficiency),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
280,4,Sales/Invested Capital (sale_invcap),Sales per dollar of Invested Capital.,Financial ratio (Efficiency),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
281,4,Sales/Stockholders Equity (sale_equity),"Sales per dollar of total Stockholders’
Equity.",Financial ratio (Efficiency),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
282,4,Sales/Working Capital (sale_nwc),"Sales per dollar of Working Capital,
defined as difference between Current Assets and Current Liabilities.",Financial ratio (Efficiency),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
283,4,Research and Development/Sales (RD_SALE),R&D expenses as a fraction of Sales.,Financial ratio (Other),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
284,4,Accruals/Average Assets (Accrual),"Accruals as a fraction of average Total Assets
based on most recent two periods.",Financial ratio (Other),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
285,4,Gross Profit/Total Assets (GProf ),"Gross Profitability as a fraction of
Total Assets.",Financial ratio (Profitability),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
286,4,Book Equity (be),Firm size as measured by total book equity.,Financial ratio (Other),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
287,4,Cash Conversion Cycle (Days) (cash_conversion),"Inventories per daily
COGS plus Account Receivables per daily Sales minus Account Payables per daily COGS.",Financial ratio (Liquidity),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
288,4,Effective Tax Rate (efftax),Income Tax as a fraction of Pretax Income.,Financial ratio (Profitability),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
289,4,Interest Coverage Ratio (intcov_ratio),"Multiple of Earnings Before Interest
and Taxes to Interest and Related Expenses.",Financial ratio (Solvency),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
290,4,Labor Expenses/Sales (staff_sale),Labor Expenses as a fraction of Sales.,Financial ratio (Other),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
291,4,Dividend Yield (divyield),Indicated Dividend Rate as a fraction of Price.,Financial ratio (Valuation),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
292,4,Price/Book (ptb),Multiple of Market Value of Equity to Book Value of Equity.,Financial ratio (Valuation),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
293,4,Trailing P/E to Growth (PEG) ratio (PEG_trailing),"Price-to-Earnings,
excl. Extraordinary Items (diluted) to 3-Year past EPS Growth.",Financial ratio (Valuation),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
294,4,Return in Month t ? i (ret_lagi),"Past one-month returns in months t ? i for
i = {1, ..., 12}.",Financial ratio (Other),WRDS Industry Financial Ratio,Monthly,N/A,,,,,,,,,,,,,,,,,,
295,5,RPI,Real Personal Income,Output and income,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
296,5,W875RX1,Real personal income ex transfer receipts,Output and income,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
297,5,INDPRO,IP Index,Output and income,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
298,5,IPFPNSS,IP: Final Products and Nonindustrial Supplies,Output and income,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
299,5,IPFINAL,IP: Final Products (Market Group),Output and income,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
300,5,IPCONGD,IP: Consumer Goods,Output and income,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
301,5,IPDCONGD,IP: Durable Consumer Goods,Output and income,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
302,5,IPNCONGD,IP: Nondurable Consumer Goods,Output and income,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
303,5,IPBUSEQ,IP: Business Equipment,Output and income,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
304,5,IPMAT,IP: Materials,Output and income,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
305,5,IPDMAT,IP: Durable Materials,Output and income,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
306,5,IPNMAT,IP: Nondurable Materials,Output and income,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
307,5,IPMANSICS,IP: Manufacturing (SIC),Output and income,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
308,5,IPB51222s,IP: Residential Utilities,Output and income,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
309,5,IPFUELS,IP: Fuels,Output and income,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
310,5,NAPMPI,ISM Manufacturing: Production Index,Output and income,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
311,5,CUMFNS,Capacity Utilization: Manufacturing,Output and income,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
312,5,HWI,Help-Wanted Index for United States,Labor market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
313,5,HWIURATIO,Ratio of Help Wanted/No. Unemployed,Labor market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
314,5,CLF16OV,Civilian Labor Force,Labor market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
315,5,CE16OV,Civilian Employment,Labor market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
316,5,UNRATE,Civilian Unemployment Rate,Labor market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
317,5,UEMPMEAN,Average Duration of Unemployment (Weeks),Labor market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
318,5,UEMPLT5,Civilians Unemployed - Less Than 5 Weeks,Labor market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
319,5,UEMP5TO14,Civilians Unemployed for 5–14 Weeks,Labor market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
320,5,UEMP15OV,Civilians Unemployed - 15 Weeks & Over,Labor market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
321,5,UEMP15T26,Civilians Unemployed for 15–26 Weeks,Labor market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
322,5,UEMP27OV,Civilians Unemployed for 27 Weeks and Over,Labor market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
323,5,CLAIMSx,Initial Claims,Labor market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
324,5,PAYEMS,All Employees: Total nonfarm,Labor market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
325,5,USGOOD,All Employees: Goods-Producing Industries,Labor market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
326,5,CES1021000001,All Employees: Mining and Logging: Mining,Labor market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
327,5,USCONS,All Employees: Construction,Labor market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
328,5,MANEMP,All Employees: Manufacturing,Labor market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
329,5,DMANEMP,All Employees: Durable goods,Labor market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
330,5,NDMANEMP,All Employees: Nondurable goods,Labor market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
331,5,SRVPRD,All Employees: Service-Providing Industries,Labor market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
332,5,USTPU,"All Employees: Trade, Transportation & Utilities",Labor market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
333,5,USWTRADE,All Employees: Wholesale Trade,Labor market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
334,5,USTRADE,All Employees: Retail Trade,Labor market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
335,5,USFIRE,All Employees: Financial Activities,Labor market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
336,5,USGOVT,All Employees: Government,Labor market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
337,5,CES0600000007,Avg Weekly Hours: Goods-Producing,Labor market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
338,5,AWOTMAN,Avg Weekly Overtime Hours: Manufacturing,Labor market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
339,5,AWHMAN,Avg Weekly Hours: Manufacturing,Labor market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
340,5,NAPMEI,ISM Manufacturing: Employment Index,Labor market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
341,5,CES0600000008,Avg Hourly Earnings: Goods-Producing,Labor market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
342,5,CES2000000008,Avg Hourly Earnings: Construction,Labor market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
343,5,CES3000000008,Avg Hourly Earnings: Manufacturing,Labor market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
344,5,HOUST,Housing Starts: Total New Privately Owned,Housing,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
345,5,HOUSTNE,"Housing Starts, Northeast",Housing,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
346,5,HOUSTMW,"Housing Starts, Midwest",Housing,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
347,5,HOUSTS,"Housing Starts, South",Housing,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
348,5,HOUSTW,"Housing Starts, West",Housing,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
349,5,PERMIT,New Private Housing Permits (SAAR),Housing,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
350,5,PERMITNE,"New Private Housing Permits, Northeast (SAAR)",Housing,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
351,5,PERMITMW,"New Private Housing Permits, Midwest (SAAR)",Housing,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
352,5,PERMITS,"New Private Housing Permits, South (SAAR)",Housing,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
353,5,PERMITW,"New Private Housing Permits, West (SAAR)",Housing,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
354,5,DPCERA3M086SBEA,Real personal consumption expenditures,"Consumption, orders, and inventories",https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
355,5,CMRMTSPLx,Real Manu. and Trade Industries Sales,"Consumption, orders, and inventories",https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
356,5,RETAILx,Retail and Food Services Sales,"Consumption, orders, and inventories",https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
357,5,NAPM,ISM: PMI Composite Index,"Consumption, orders, and inventories",https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
358,5,NAPMNOI,ISM: New Orders Index,"Consumption, orders, and inventories",https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
359,5,NAPMSDI,ISM: Supplier Deliveries Index,"Consumption, orders, and inventories",https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
360,5,NAPMII,ISM: Inventories Index,"Consumption, orders, and inventories",https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
361,5,ACOGNO,New Orders for Consumer Goods,"Consumption, orders, and inventories",https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
362,5,AMDMNOx,New Orders for Durable Goods,"Consumption, orders, and inventories",https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
363,5,ANDENOx,New Orders for Nondefense Capital Goods,"Consumption, orders, and inventories",https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
364,5,AMDMUOx,Unfilled Orders for Durable Goods,"Consumption, orders, and inventories",https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
365,5,BUSINVx,Total Business Inventories,"Consumption, orders, and inventories",https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
366,5,ISRATIOx,Total Business: Inventories to Sales Ratio,"Consumption, orders, and inventories",https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
367,5,UMCSENTx,Consumer Sentiment Index,"Consumption, orders, and inventories",https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
368,5,M1SL,M1 Money Stock,Money and credit,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
369,5,M2SL,M2 Money Stock,Money and credit,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
370,5,M2REAL,Real M2 Money Stock,Money and credit,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
371,5,AMBSL,St. Louis Adjusted Monetary Base,Money and credit,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
372,5,TOTRESNS,Total Reserves of Depository Institutions,Money and credit,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
373,5,NONBORRES,Reserves Of Depository Institutions,Money and credit,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
374,5,BUSLOANS,Commercial and Industrial Loans,Money and credit,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
375,5,REALLN,Real Estate Loans at All Commercial Banks,Money and credit,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
376,5,NONREVSL,Total Nonrevolving Credit,Money and credit,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
377,5,CONSPI,Nonrevolving consumer credit to Personal Income,Money and credit,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
378,5,MZMSL,MZM Money Stock,Money and credit,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
379,5,DTCOLNVHFNM,Consumer Motor Vehicle Loans Outstanding,Money and credit,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
380,5,DTCTHFNM,Total Consumer Loans and Leases Outstanding,Money and credit,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
381,5,INVEST,Securities in Bank Credit at All Commercial Banks,Money and credit,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
382,5,FEDFUNDS,Effective Federal Funds Rate,Interest and exchange rates,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
383,5,CP3Mx,3-Month AA Financial Commercial Paper Rate,Interest and exchange rates,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
384,5,TB3MS,3-Month Treasury Bill,Interest and exchange rates,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
385,5,TB6MS,6-Month Treasury Bill,Interest and exchange rates,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
386,5,GS1,1-Year Treasury Rate,Interest and exchange rates,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
387,5,GS5,5-Year Treasury Rate,Interest and exchange rates,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
388,5,GS10,10-Year Treasury Rate,Interest and exchange rates,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
389,5,AAA,Moody’s Seasoned Aaa Corporate Bond Yield,Interest and exchange rates,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
390,5,BAA,Moody’s Seasoned Baa Corporate Bond Yield,Interest and exchange rates,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
391,5,COMPAPFFx,3-Month Commercial Paper Minus FEDFUNDS,Interest and exchange rates,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
392,5,TB3SMFFM,3-Month Treasury C Minus FEDFUNDS,Interest and exchange rates,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
393,5,TB6SMFFM,6-Month Treasury C Minus FEDFUNDS,Interest and exchange rates,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
394,5,T1YFFM,1-Year Treasury C Minus FEDFUNDS,Interest and exchange rates,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
395,5,T5YFFM,5-Year Treasury C Minus FEDFUNDS,Interest and exchange rates,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
396,5,T10YFFM,10-Year Treasury C Minus FEDFUNDS,Interest and exchange rates,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
397,5,AAAFFM,Moody’s Aaa Corporate Bond Minus FEDFUNDS,Interest and exchange rates,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
398,5,BAAFFM,Moody’s Baa Corporate Bond Minus FEDFUNDS,Interest and exchange rates,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
399,5,TWEXMMTH,Trade Weighted U.S. Dollar Index: Major Currencies,Interest and exchange rates,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
400,5,EXSZUSx,Switzerland/U.S. Foreign Exchange Rate,Interest and exchange rates,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
401,5,EXJPUSx,Japan/U.S. Foreign Exchange Rate,Interest and exchange rates,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
402,5,EXUSUKx,U.S./U.K. Foreign Exchange Rate,Interest and exchange rates,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
403,5,EXCAUSx,Canada/U.S. Foreign Exchange Rate,Interest and exchange rates,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
404,5,PPIFGS,PPI: Finished Goods,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
405,5,PPIFCG,PPI: Finished Consumer Goods,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
406,5,PPIITM,PPI: Intermediate Materials,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
407,5,PPICRM,PPI: Crude Materials,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
408,5,OILPRICEx,"Crude Oil, spliced WTI and Cushing",Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
409,5,PPICMM,PPI: Metals and metal products:,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
410,5,NAPMPRI,ISM Manufacturing: Prices Index,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
411,5,CPIAUCSL,CPI: All Items,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
412,5,CPIAPPSL,CPI: Apparel,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
413,5,CPITRNSL,CPI: Transportation,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
414,5,CPIMEDSL,CPI: Medical Care,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
415,5,CUSR0000SAC,CPI: Commodities,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
416,5,CUUR0000SAD,CPI: Durables,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
417,5,CUSR0000SAS,CPI: Services,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
418,5,CPIULFSL,CPI: All Items Less Food,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
419,5,CUUR0000SA0L2,CPI: All items less shelter,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
420,5,CUSR0000SA0L5,CPI: All items less medical care,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
