Date,Agric,Food ,Soda ,Beer ,Smoke,Toys ,Fun  ,Books,Hshld,Clths,Hlth ,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach ,ElcEq,Autos,Aero ,Ships,Guns ,Gold ,Mines,Coal ,Oil  ,Util ,Telcm,PerSv,BusSv,Comps,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  ,Other
197706,-1.04,4.62,3.94,1.55,2.42,4.05,11.24,8.58,5.94,6.44,15.74,9.06,8.83,0.22,9.47,5.45,3.99,4.83,0.02,3.66,3.14,5.96,4.63,10.77,1.79,1.87,1.8,-2.04,10.24,5.98,5.72,1.96,16.99,9.41,8.2,6.84,7.93,2.58,2.62,2.43,2.76,5.86,11.01,5.96,6.36,6.42,5.85,4.93
197707,-0.76,1.94,4.62,-3.85,1.88,3.05,-3.14,-0.56,-1.69,-1.17,3.18,-3.77,-2.01,-3.38,-3.04,-0.84,-3.55,-0.73,-7.41,-1.76,-6.83,-0.48,-2.59,-2.23,-0.32,1.72,2.76,-6.47,-8.99,-1.7,0.87,-0.85,-0.93,0.48,1.44,-3.66,-2.02,-4.95,-1.72,-2.23,-2.51,0.15,0.35,1.18,1.03,0.09,-0.41,0.83
197708,-1.94,-1.04,2.7,1.74,2.35,-2.78,2.62,-1.31,2.52,0.34,-0.59,3.97,3.9,-2.97,-3.11,-1.27,-1.87,-1.39,-5.22,6.16,-2.13,-0.66,-1.16,-3.33,-0.98,-6.33,-3.03,-0.75,-5.02,-5.74,-3.25,-2.26,-0.31,-0.37,1.48,-2.27,0.23,-3.09,0.84,-3.73,0.67,4.91,5.32,-0.71,-0.81,0.49,-1.82,-0.45
197709,-4.14,0.44,1.06,1.36,-1.02,-1.86,-2.01,-0.52,-0.83,2.66,12.21,1.28,-1.84,-0.42,2.41,-0.24,-1.6,1.87,-5.74,0.71,1.78,-2.43,2.99,-3.53,-1.8,0.11,8.13,-4.02,-0.02,0.79,2.01,3.47,2.35,-0.39,-2.59,-0.23,-0.05,-1.36,-0.64,-1.71,-0.59,-1.21,2.54,-0.91,0.85,-1.89,0.27,1.18
197710,-3.7,-5,-3.33,-4.28,-2.3,-10.04,-2.91,1.51,-6.57,-1.82,-4.03,2.07,-2.61,-3.16,-3.43,-3.73,-1.15,-6.14,-0.04,-2.9,-5.51,-1.69,-4.6,-3.07,-3.39,-9.42,-4.87,-7.8,-2.31,-3.61,-3.14,-5.05,-2.83,-2.93,-2.35,-5.18,-5.19,-7.31,-4.44,-3.91,-3.91,-2.93,-4.17,-5.92,-4.81,-4.55,-4.01,-3.91
197711,7.13,3.23,3.2,5.42,2.68,6.75,11.63,7.44,2.45,8.88,9.97,3.71,6.54,2.98,6.87,6.98,7.23,5.12,1.51,4.64,7.3,4.92,1.99,8.18,3.5,7.68,3.33,4.77,4.39,3.43,4.3,2.21,9.19,7.49,4.47,6.62,7.08,6.19,2.56,7.23,6.34,5.21,9.76,5.26,8.46,9.87,4.88,6.18
197712,3.74,-0.41,0.61,-2.52,-1.82,-0.91,3.23,4.08,-0.54,0.62,12.4,1.67,-0.14,1.32,0.91,-1.11,-0.29,1.26,4.4,0.09,1.28,-1.6,-0.97,1.73,-2.83,1.78,-0.7,1.97,-2.66,1.93,-0.32,2.16,2.29,2.16,3.48,0.17,0.61,-0.22,0.54,1.29,3.16,-2.34,2.11,-1.84,-0.86,1.9,1.61,1.82
197801,-5.46,-5.35,-4.58,-0.37,-6.21,-3.07,-10.2,-8.56,-7.37,-5.79,-5.15,-5.59,-0.7,-6.39,-3.15,-1.17,-6.16,-7.89,-4.57,-0.55,-7.11,-2.86,-6.32,-6.73,-6.17,-3.13,4.33,-7.31,-5.18,-6.93,-4.57,-4.16,-5.16,-4.98,-3.79,-6.6,-7.32,-7.62,-4.43,-1.44,-5.23,-6.83,-7.75,-5.64,-6.78,-2.3,-6.09,-3.87
197802,0.6,0.25,-0.89,0.08,0.67,-1.08,-0.29,-1.13,-3.1,2.04,3.22,-3.16,-3.21,-4.84,1.66,-0.06,-0.22,0.44,-3.78,1.77,-0.55,-2.43,1.19,4.37,-3.27,-0.29,-5.43,-1.29,2.27,-1.16,-0.4,4.11,1.7,1.69,-4.21,-2,-1.58,-5.9,-1.88,-1.44,1.58,-1.29,3.92,-1.38,2.37,1.85,-0.05,-0.33
197803,8.95,1.1,6.42,3.14,3.98,8.52,9.72,10.21,2.39,7.4,10.16,2.51,4.34,4.04,7.85,3.25,5.66,6.08,6.2,4.29,3.41,3.1,6.02,9.92,6.76,14.05,3.13,5.49,-6.07,2.19,2.48,2.63,7.34,7.33,-3.79,6.6,2.58,4.68,1.12,4.76,6.51,1.77,7.15,5.46,5.05,11.98,4.69,5.44
197804,1.92,5.03,10.48,4.31,8.57,9.08,14.55,9.67,13.67,6.86,6.88,11.79,8.64,10.88,7.8,5.4,9.87,11.77,8.87,6.84,11.74,12.36,8.2,13.25,13.04,5.32,-4.7,4.91,13.21,6.64,0.23,2.96,5.72,7.06,13.7,12,15.6,11.41,11.58,9.48,7.68,11.52,10.52,10.05,10.52,10.12,9.72,8.41
197805,14.28,3.75,4.78,5,2.59,7.05,7.36,4.73,4.39,3.39,8.16,1.58,6.08,0.32,5.98,3.62,2.7,3.66,3.39,5.73,5.2,8.84,-1.21,12.11,4.88,2.16,12.11,3.35,-3.43,0.9,0.71,-0.38,7,5.7,0.32,3.66,4.23,2.62,4.19,2.53,4.2,-0.31,7.92,1.2,1.2,4.96,1.31,4.15
197806,-1.67,1.69,-1.9,-1.62,0.04,-2.24,0.13,-0.63,-1.95,-3.25,3.61,3,0.52,-2.45,1.1,-1.16,-1.29,-2.51,-6.17,-0.82,-0.96,-2.48,-2.97,3.58,3.84,3.64,-1.65,-5.22,-1.08,-3.79,0.82,-1.53,2.16,0.34,-0.26,-1.2,1.67,-2.93,2.29,-0.53,-1.07,-2.19,2.51,-0.92,0.92,4.01,-1.13,0.87
197807,2.17,2.29,2.47,6.02,4.51,7.04,7.54,7.12,7.39,1.71,17.86,5.69,9.31,5.44,4.16,3.66,8.48,2.96,8.15,4.14,6.01,8.84,3.78,16.51,9.75,13.28,10.63,7.89,2.85,3.45,2.82,1.44,5.87,7.81,9.9,6.28,6.31,11.46,7.83,11.63,5.53,5.35,5.74,5.46,4.39,3.76,5.39,5.85
197808,5.37,3.38,4.02,-0.32,1.34,2.96,8.88,7.05,2.75,5.95,7.69,3.47,0.02,4.86,3.03,10.46,8.08,11.33,0.54,5.91,4.15,1.43,2.33,4.51,4.17,3.68,-1.48,7.42,-0.94,5.24,0.47,3.57,11.25,5.55,6.03,6.18,3.94,5.86,4.91,4.4,7.69,5.48,11.04,4.84,5.51,10.95,6.04,7.24
197809,0.85,0.03,-2.79,1.43,2.07,-2.57,-5.15,-2.9,-3.13,-1.48,-1.12,-2.77,-2.83,-0.37,-4.18,2.97,-2.59,2.08,1.24,-2.1,-0.64,-4.48,0.88,-7.85,-2.59,-3.84,1.89,3.37,0.54,4.83,-0.26,1.22,-6.26,-2.99,-5.3,-2.61,0.55,-1.71,-4.68,-3.86,-2.03,-2.35,-0.25,-0.07,-2.21,1.56,-0.92,-1.29
197810,-21.3,-10.02,-9.58,-14.66,-8.24,-17.14,-18.69,-13.18,-9.22,-15.4,-24.35,-15.14,-11.68,-9.63,-15.22,-18.62,-15.68,-20.14,-11.95,-16.41,-13.93,-13.29,-10.54,-15.39,-18.22,-10.95,-8.43,-11.07,-17.59,-10.5,-7.08,-4.53,-17.83,-17.43,-7.49,-16.11,-18.31,-9.97,-6.02,-17.74,-16.6,-13.01,-23.41,-10.28,-12.87,-26.33,-10.88,-17.12
197811,10.1,0.41,2.9,4.45,2.56,0.66,11.37,2.34,3.21,3.21,11.01,5.88,4.77,1.15,3.57,4.37,0.44,2.29,1.3,3.09,3.53,2.64,0.55,10.38,4.95,7.76,-13.16,2.85,6.43,6.21,3.01,3.01,3.05,5.93,4.05,6.96,8.86,-0.13,2.8,3.83,5.6,2.01,4.74,-0.22,4.45,4.83,1.82,3.99
197812,1.5,0.57,3.88,3.35,2.49,-0.7,3.83,3.17,0.93,1.47,15.38,-1.2,4.09,0.08,1.64,-1.17,1.24,1.11,0.2,-1.22,3.08,-0.23,-0.37,2.6,3.29,5.28,6.38,3.92,-1.76,3.02,-1.23,0.1,2.98,0.4,9.1,-0.17,7.5,-1.22,3.56,-1.08,3,-1.51,-2.86,0.74,2.71,5.33,1.18,2.82
197901,5.32,4.17,-0.09,6.63,0.54,6.27,4.98,6.43,3.38,10.42,-2.41,4.34,0.89,6.49,6.59,8.55,8.8,7.07,13.38,8.31,5.44,7,5.73,5.06,3.12,4.07,10.53,11.18,9.9,3.1,6.35,3.65,4.13,5.49,3.37,7.29,2.15,12.54,2.41,3.82,5.82,6.34,6.94,2.95,6.32,6.2,6.46,7.52
197902,-4.27,-3.98,-4.14,-3.89,-3,-7.39,-5.85,-3.46,-5.22,-2.99,-5.04,-8.33,-3.53,-2.28,-4.04,0,-3.15,-2.62,-3.67,-5.16,-2.95,-5.45,-3.6,-12.97,-6.06,-5.19,7.08,-0.18,-0.44,0.66,-1.62,-0.63,-9.45,-4.75,-2.77,-4.71,-3.5,-2.34,-5.64,-5.52,-1.84,-4.32,-4.87,-4.13,-2.51,-2.91,-3.29,-2.79
197903,6.98,2.42,1.88,8.01,5.24,8.01,6.87,3.04,4.77,9.48,12.56,4.25,4.9,9.71,6.71,7.9,7.92,14.73,9.09,4.42,7.26,5.02,6.69,7.08,7.09,5.39,3.09,9.67,16.21,9.21,2.35,0.17,11.58,8.38,7.03,7.99,12.22,10.05,4.86,9.66,7.45,5.84,9.33,6.08,9.95,13.4,6.89,8.98
197904,5.72,0.16,-2.8,2.24,-0.21,7.15,-0.29,1.87,0.78,-0.37,-1.28,1.05,0.36,-1.96,7.78,1.36,2.8,3.53,-0.64,1.02,-0.45,-0.01,2.48,-1.06,-1.45,0.97,4.01,-2.36,-7.15,4.47,-2.72,-2.12,3.67,3.46,0.05,0.31,0.95,-2.64,-1.6,0.34,-0.38,0.73,6.68,2.05,0.18,2.02,1.65,2.23
197905,0.32,-1.47,-1.41,-4.66,-2.8,0.38,-3.69,-2.58,-2.7,0.42,-4.48,0.78,-3.37,-2.91,-1.18,-1.6,-1.87,-1.05,-2.61,-0.1,-0.75,-0.99,-1.57,-5.87,-1.46,0.82,7.43,1.51,7.05,-2.43,1.39,0.09,-1.84,0.01,-2.06,-1.27,-3.45,-0.83,-0.74,0.95,-1.28,-2.71,-3.25,1.02,-1.01,-0.63,0.24,-1.7
197906,6.48,3.35,2.3,6.07,5.51,3.42,1.48,1.7,0.94,0.96,9.53,4.48,4.69,3.89,7.06,3.68,3.11,13.77,2.17,13.57,5.93,10.23,2.63,4,10.01,3.44,2.15,10.66,13.97,9.12,4.99,1.95,2.56,5.15,-1.91,5.66,4.75,2.16,1.98,2.68,3.66,2.71,2.7,9,10.25,8.18,7.69,6.68
197907,0.84,0.69,1.44,0.75,4.78,1.42,5.77,3.93,0.52,1.92,8.99,0.85,-0.52,4.15,-0.8,0.81,3.68,3.98,4.51,6.42,2.88,2.41,0.79,3.81,3.76,2.38,-2.17,4.03,-3.32,1.77,2.12,-0.11,4.86,3.68,-3.31,1.76,-0.07,-0.45,-1.94,7.99,1.23,0.87,3.1,2.73,2.13,9.85,3.86,1.19
197908,6.18,7.74,4.2,11.69,8.74,9.06,3.89,8.38,6.67,9.15,11.23,8.13,8.48,6.99,7.44,3.93,9.18,5.19,7.14,7.42,5.98,5.87,5.07,12.66,17.39,15.08,14.08,7.01,3.06,8.04,2.05,1.57,9.05,7.73,4.22,7.78,12.78,8.33,6.56,5.66,7.76,9.2,6.25,5.4,4.57,14.42,4.76,5.78
197909,-1.55,-1.09,-3.7,-1.03,-4.97,1.45,2.55,0.43,-3.82,-1.15,-0.74,-2.59,0.01,2.54,0.12,-2.37,-0.45,2.93,2.55,-4.62,-1.04,-4.63,1.97,-0.22,3.08,-2.6,13.95,4.74,3.19,5.88,-2.14,-2.39,-0.39,-0.42,-2.38,-1.31,1.03,0.24,-3.71,-3.77,3.4,-2,-3.91,-2.56,0.06,-2.19,-0.52,-0.2
197910,-9.18,-7.82,-9.69,-9.59,-3.78,-9.56,-8.44,-7.24,-7.48,-9.18,-6.11,-7.67,-3.4,-7.9,-10.5,-9.3,-10.57,-4.77,-11.62,-2.73,-8.8,-6.69,-11.47,-8.92,-4.16,-8.66,-11.42,-11.26,-16.55,-2.21,-5.8,-5.08,-10.63,-9.6,-7.87,-6.99,-8.7,-9.79,-7.22,-11.24,-8.95,-8.57,-11.95,-10.89,-8.83,-13.16,-9.98,-9.32
197911,14.02,5.02,3.24,7.92,6.56,2.35,10.35,2.88,1.2,7.88,18.97,8.45,8.21,6.57,0.87,3.97,4.8,9.65,0.78,7.34,7.46,4.81,-3.7,11.02,16.81,11.91,11.93,9.63,18.04,8.83,7.79,4.05,9.1,9.86,8.21,7.54,10.44,-0.11,1.1,6.68,9.52,3.36,0.79,3.99,8.21,11.4,6.7,7.63
197912,8.33,2.27,0.7,4.2,3.07,4.74,10.83,5.04,2.93,5.06,9.45,4.39,1.03,5.22,4.26,8.14,4.4,7.56,8.19,5.5,2.94,4.6,1.2,9.65,3.43,9.49,29.6,14.23,5.59,2.65,-0.92,-1.51,0.94,5.09,0.66,2.72,6.73,4.77,1.52,3.83,9.78,1.17,5.87,2.01,1.71,8.68,1.33,5.77
198001,0.3,3.63,1.64,11.04,-0.63,10.79,4.34,4.32,1.28,1.12,7.55,0.73,-2.43,4.32,8.9,5.14,6.88,16.97,17.5,11,7.68,8.12,9.82,25.33,19.76,9.71,17.57,14.84,7.89,14.23,1.6,-2.05,5.78,6.72,6.69,7.64,10.04,7.29,2.39,9.56,5.43,-0.36,5.38,-1.99,3.38,8.31,3.79,7.45
198002,2,-5.21,-8.77,-2.3,-4.8,-2.25,-4.38,-6.99,-4.67,-0.51,-3.02,-7.54,-4.01,-1.32,-5.29,-1.14,-1.95,-3.91,0.1,-5.45,-3.21,-4.3,-6.37,-8.12,-9.05,-3.43,8.91,3.9,-1.18,12.75,-3.36,-1.48,-8.26,-1.69,-4.09,-1.97,-4.53,0.37,0.1,-4.46,-2.5,-5.44,-5.49,-7.66,-8.71,-2.25,-1.86,-1.78
198003,-21.23,-9.95,-0.46,-13.43,-0.71,-11.6,-6.96,-11.57,-4.44,-5.43,-4.62,-2.29,-2.84,-11.99,-13.77,-14.53,-14.57,-14.98,-18.64,-19.02,-12.26,-8.92,-9.9,-12.46,-11.13,-15.25,-26.04,-19.25,-21.07,-17.76,-6.67,-2.64,-11.73,-16.13,-13.72,-11.53,-9.6,-14.18,-7,-13.9,-9.85,-8.01,-13.22,-4.42,-7.62,-23.2,-11.22,-16.07
198004,5.77,8.92,3.58,4.31,9.57,-3.95,9.01,3.08,4.3,2.39,12.15,7.03,2.97,5.02,-2.25,5.74,3.48,4.98,2.31,2.6,0.23,2.42,-2.67,-3.04,1.86,1.89,6.04,-0.48,2.19,6.9,11.96,7.3,7.96,8.6,-0.29,3.65,-3.02,2.05,5.45,0.29,-1.74,4.77,6.48,8.55,6.58,11.23,5.74,8.88
198005,7.18,8.73,5.38,9.76,8.95,5.93,4.05,9.57,6.41,1.45,3.32,6.27,7.45,7.58,10.07,7.59,9.4,3.25,5.17,6.49,5.89,7.89,3.14,0.57,-0.3,3.72,10.7,6.54,16.19,3.94,4.61,5.02,4.78,8.48,3.27,7.12,7.34,7.25,6.46,11.41,12.28,9.49,12.08,6.58,6.38,11.21,9.2,7.65
198006,7.25,3.02,-1.73,3.73,5.66,2.82,-1.04,2.51,1.16,4.17,6.86,0.01,-0.3,2.28,2.63,1.8,3.21,15.96,2.4,12.08,6.01,0.6,1.8,-0.11,1.85,2.26,33.57,6.58,6.43,5.8,4.54,-0.58,5.64,3.87,3.95,1.64,2.5,2.51,-0.92,1.59,1.97,2.41,4.17,4.94,4.6,6.9,4.94,5.13
198007,9.35,3.23,11.36,9.02,7.33,12.43,6.33,10.88,10.39,15.01,21.67,8.9,7.62,8.6,4.81,11.47,11.63,19.83,12.76,10.16,11.85,14.6,12.86,11.93,9.11,16.25,6.72,8.81,6.52,1.61,-0.12,1.02,14.04,12.42,14.47,14.55,21.61,11.01,7.93,16.5,11.97,10.97,9.16,1.56,1.36,8.66,4.72,8.54
198008,10.21,0.27,-1.67,1.26,-0.76,7.56,1.67,5.2,0.85,1.73,3.39,2.14,-0.53,3.14,4.03,4.94,0.61,4.26,1.09,4.91,0.86,-0.82,3.15,1.57,3.6,0.25,9.63,4.81,0.12,3.83,-1.08,6.31,3.92,7.29,2.95,5.87,1.02,-0.37,0.23,0.27,7.02,0.32,0.2,-0.5,2.34,3.79,2.92,5.76
198009,2.03,0.32,-4.5,1.06,-1.56,7.25,1.25,4,0.5,2.77,5.75,4.18,3.2,2.1,0.98,-0.15,0.84,6.33,4.59,5.85,5.9,1.74,1.85,4.3,4.48,3.46,20.95,8.76,7.18,6.8,0.17,-1.59,3.29,6.05,-0.13,5.09,5.3,-1.07,1.06,1.57,7.24,-0.74,3.47,-1.11,3.39,5.18,4.22,3.79
198010,6.12,-0.91,-3.46,0.47,3.88,3.58,-1.83,-0.9,0.53,0.81,1.63,3.45,-2.93,-0.98,2.44,1.79,1.85,13.88,-1.03,6.94,3.36,2.49,-4.23,-3.13,-1.67,-0.03,-3.65,1.07,0.67,8.09,2.01,-3.24,1.52,4.35,1.9,1.82,1.09,1.9,-1.3,6.36,-0.29,-1.81,-1.67,-0.95,-4.57,1.76,2.46,3.87
198011,12.69,-1.36,0.38,0.18,2.43,14.71,19.42,2.72,5.49,2.77,11.39,9.55,8.27,9.3,2.93,-1.79,5.61,11.28,5.55,13.29,12.56,11.93,-1.09,17.51,18.44,16.6,-0.18,10.38,14.5,24.66,7.51,0.01,4.6,10.74,6.92,12.26,18.1,6.08,5.58,13.18,9.06,0.93,-1.99,2.67,-1.55,3.97,9.97,9.91
198012,-5.9,2.16,8.25,-4.07,0.82,-8.56,-0.34,1.65,-0.84,-1.49,2.9,2.06,5.58,-1.95,-4.81,-2.48,-3.18,-8.49,-4.3,-6.55,-4.01,-4.62,-0.18,5.92,2.16,5.12,-17.38,-3.99,-9.71,-10.88,-2.02,0.83,-5.16,-2.11,0.78,-4.46,-2.39,-2.72,-2.68,-5.66,-6.74,0.22,-0.11,9.81,3.41,0.95,0.06,-3.1
198101,2.87,1.51,4.56,4.56,-1.07,-8.44,-1.43,-0.89,-0.99,7.82,0.41,-3.3,-1.31,0.79,1.37,7.34,0.02,-11.53,0.72,-4.04,-6.73,-2.48,-1.14,-6.85,-11.78,-8.97,-10.97,-7.09,-7.97,-10.38,-2.72,5.53,0.22,-2.02,-8.18,-7.85,-9.56,1.87,0.37,2.15,-3.13,0.49,1.13,-0.86,-1.52,-0.85,-3.79,-2.72
198102,-5.88,1.22,6.97,3.17,3.27,0.76,5.28,2.62,8.95,2.46,-2.9,3.76,1.91,3.89,-1.32,1.21,4.17,0.02,2.55,-1.42,3.6,2.01,6.82,-3.84,-1.48,-0.68,-5.88,-2.83,-0.69,-0.47,-1.32,2.16,6.73,-0.19,0.3,0.97,0.44,6.87,7.89,2.07,-1.39,3.21,7.16,2.4,1.72,1.55,1.81,1.55
198103,4.06,8.18,4.1,7.96,5.44,12.58,14.11,7.45,2.99,8.73,16.18,3.87,5.19,2.58,10.33,4.77,8.81,5.61,19.95,10.41,5.42,9.38,7.86,2.92,1.63,5.22,13.87,17.6,4.29,-2.56,2.96,1.16,5.99,10.56,1.67,9.61,6.88,7.67,3.63,11.78,13,13.46,9.41,2.72,12.12,11.83,6.9,5.56
198104,4.47,0.42,-1.93,-2.05,1.01,4.49,0.72,5.96,-0.49,-3.27,4.37,2.19,3.05,-2.34,4.38,10.65,-0.94,-7.6,-1.58,1.33,-0.01,5.08,1.63,1.03,0.31,-1.23,0.56,-0.74,-6.47,-7.46,-2.58,6.21,6.31,3.96,-2.2,2.12,3.85,-4.46,-1.43,2,-1.35,4.27,4.6,0.34,2.35,-0.81,0.19,3.24
198105,4.47,1.42,6.17,1.28,1.89,5.92,6.16,5.49,-0.17,1.67,12.04,5.1,1.83,-1.37,3.66,0.62,0.9,-3.93,-0.08,3.61,-1.11,3.35,2.92,-0.68,-1.9,0.5,1.9,-0.89,0.37,-4.06,1.95,7.14,-0.17,3.29,3.35,4.69,7.09,-0.01,-1.05,5.28,1.94,2.57,3.06,5.24,1.66,-0.77,2.09,2.85
198106,-0.5,-0.7,-1.67,0.6,1.33,-9.39,-4.9,-0.8,-1.62,1.6,-9.22,-7.27,-4.54,2.27,-2.6,-0.28,-1.24,-4.34,-6.36,-1.64,-3.13,-4.61,-2.65,-2.83,-1.49,-6.58,-19.68,3.76,1.15,4.8,3.45,-1.91,2.13,-4.82,-5.79,-7.33,-9.34,-0.23,0.47,-6.96,-2.56,-1.17,-1.26,2.69,2.6,1.15,0.86,-3.42
198107,-0.16,-0.64,-2.4,-1.08,2.19,-7.04,-7.05,-1.5,-2.87,0.27,-3.15,-3.36,-4.16,-3.76,-1,-3.03,-5.6,-3.91,0.18,5,0.48,-5.42,-3.53,-6.34,-8.4,-3.93,6.15,4.62,9.09,7.85,2.81,0.37,-4.38,-3.66,-4.46,-2.87,-2.19,-3.25,-4.13,-4.35,-3.5,-2.8,-6.18,-3.71,-4.76,-2.46,-2.09,-1.05
198108,-5.88,-5.36,-3.57,-5.72,-5.68,-2.72,-7.91,-4,-6.21,-5.68,-16,-10.87,-5.56,-6.4,-9.13,-6.82,-6.36,-5.78,-7.23,-5.43,-6.87,-4.46,-8.84,-10.7,-14.77,-8.01,8.83,-1.61,-12.37,-6.34,-0.83,-0.8,-6.12,-6.19,-5.07,-9.47,-10.02,-8.54,-5.14,-7.84,-2.18,-6.07,-10.35,-5.37,-4.69,-6.52,-5.18,-7.4
198109,-2.59,-3.3,1.35,-0.63,0.23,-2.21,-2.04,-5.09,-2.34,-3.15,-0.94,1.56,-2.19,-8.97,-6.6,-2.2,-8.24,-12.94,-9.52,-11.6,-9.64,-5.37,-3.97,-4.83,-5.2,-6.02,-14.21,-16.16,-8.74,-12.34,-5.56,2.81,-2.5,-7.14,-3.39,-3.78,-4.81,-7.82,-5.15,-5.68,-9.31,-2.81,-3.12,-1,-0.11,-9.43,-3.96,-9.01
198110,6.54,8.13,11.53,8.27,5.87,11.22,11.6,8.54,1.53,2.69,14.89,9.52,6.53,6.2,6.94,5.86,1.18,-3.59,1.24,14.7,3.6,4,-8.74,6.77,11.79,7.44,-6.46,1.8,13.92,9.96,4.86,6.03,5.73,11.61,1.81,8.36,7.9,0.69,2.96,9.03,9,5.53,10.84,5.9,8.29,6.62,7.91,9.56
198111,3.91,2.02,0.68,3.36,3.75,-3.75,3.22,5.67,5.95,0.5,-4.46,6.89,4.3,3.81,2.31,0.28,5.45,10.05,4.41,1.56,6.04,3.52,2.76,-1.42,-5.38,-7.15,-1.36,4.32,5.39,6.88,5.91,2.64,5.76,3.2,2.9,1.66,-3.49,10.48,7.38,4.75,1.42,1.18,1.65,5.06,5.76,5.84,5.94,2.58
198112,1.88,1.52,-2.92,-2.15,-5.91,-0.44,-2.13,-3.33,-1.28,-2.41,-5.71,-1.19,0.07,-2.45,-2.47,1.04,-1.81,-1.9,-2.66,0.76,-2.76,-0.56,3.16,-0.17,2.75,0.3,-8.95,-5.9,-5.89,-6.55,-2.33,-1.43,-0.61,-1.95,2.06,-2.3,-1.79,-3.17,-0.05,-3.79,-2.89,-1.77,-3.39,-5.45,-4.46,-2,-2.89,-3.31
198201,-7.69,0.74,-2.21,1.84,0.68,-0.27,6.91,-4.58,4.74,-1.3,-3.14,1.93,1.9,-4.85,-3.87,2.29,-6.11,-8.2,-8.9,-6.7,-5.34,-2.1,-0.96,-4.59,2.53,-2.68,-11.34,-16.17,-7.52,-8.59,-0.69,0.67,-3.29,-4.15,6.38,-2.73,4.22,-5.03,-1.22,-3.57,-2.09,1.21,-0.59,-1.03,0.69,-4.03,-3.83,-4.04
198202,-3.66,1.83,-6.87,-1.55,-3.66,-8.71,-4.53,-1.26,-3.34,-4.01,-5.31,-1.61,-1.43,-7.35,-0.27,-5.1,-5.13,-9.75,-4.71,-6.87,-8.34,-3.92,-3.13,-5.44,-8.88,0.63,-8.27,-7.84,-12.93,-10.92,-0.45,-5.7,-2.33,-5.4,-4.06,-5.4,-8.77,-2.53,-2.55,-4.94,-3.33,-0.6,-2.63,-2.19,0.01,-4.32,-4.49,-5.05
198203,-5.49,2.12,8.03,4.73,3.65,6.08,4.82,0.16,0.99,0.81,-2.82,-1.37,-2.88,-1.24,-1.99,0.45,-2.35,-6.64,-5.17,-11.12,-3.82,2.39,4.75,0.39,0.74,-9.13,-6.55,-14.2,-6.59,-3.58,1.63,2.05,1.53,-2.8,-5.6,-0.79,-2.74,-2.5,-0.58,0.78,-0.87,4.94,7.23,-0.93,1.6,-0.74,-2.34,-0.69
198204,9.9,6.35,5.85,9.92,7.13,7.97,2.03,5.09,2.08,5.92,9.86,8.21,6.76,4.89,2.76,10.17,3.39,1.18,1.6,3.67,0.28,6.62,5.14,5.12,13.96,7.28,-2.45,0.46,3.36,4.41,3.83,-0.17,7.39,7.78,6.6,7.76,10.19,4.66,2.18,3.57,3.08,6.09,5.27,3.72,-0.02,4.09,4.57,6.37
198205,-5.55,-2.75,-1.14,-2.5,-4.66,-6.49,-4.5,-5.64,-1.99,0.21,-6.96,-1.85,-2.91,-4.43,-3.04,-2.94,-4.64,-6.81,-6.82,-2.32,-8.35,-3.49,0.08,-4.25,-9.19,-2.94,-10.46,-5.7,-10.13,2.61,-0.5,-1.05,-9.12,-4.18,-5.2,-6.15,-3.8,-6.75,-3.91,-6.52,-1.86,-2.61,-4.3,-7.33,-6.25,-0.59,-4.43,-4.32
198206,-3.53,1.94,3.53,2.15,2.69,-1.13,3.5,-0.01,1.56,2.91,0.35,1.65,-1.56,-4.87,-3.04,-2.87,-2.59,-4.71,-6.7,-17.54,-5.46,-2.03,3.97,-2.17,3.51,-3.88,-12.73,-7.14,-5.8,-6.47,-2.24,-2.55,-3.23,-2.32,-2.1,-1.62,-4.59,-0.52,1.24,0.88,-0.55,3.45,1.71,-2.15,-2.49,-6.45,-2.59,-3.31
198207,-5.47,-0.38,4.55,8.67,-5.5,4.24,-3.78,-2.12,1.73,-0.89,8.45,-0.97,0.33,-4.42,-3.38,1.46,-1.13,-8.01,-4.61,-3.64,-5.96,-1.57,-3.75,3.84,0.98,1.34,4.08,-11.29,-10.67,-7.93,-2.61,1.17,0.49,-0.8,3.89,0.09,-2.24,-3.37,-0.54,-6.1,-1.44,0.54,-0.11,-3.73,-3.34,-4.17,-2.58,-0.2
198208,0.94,7.2,8.15,4.05,13.47,7.55,-0.05,12.21,12.38,11.61,18.15,13.8,11.01,15.17,5.33,8.98,14.13,18.74,13.32,1.47,11.84,15.19,15.66,20.62,14.37,32.64,39.25,13.43,10.76,9.81,11.91,10.84,14.56,11.05,12.45,11,19.67,15.5,14.7,11.29,16.27,11.63,11.85,11.19,8.08,8.68,12.75,5.85
198209,7.71,2.35,5.98,6.18,4.43,0.38,-0.35,9.02,0.39,11.24,3.22,-1.91,2.13,-0.41,3.48,2.65,0.67,2.4,-5.19,-5.71,-4.75,-2.57,-1.54,0.56,-1.96,-1.38,4.07,-3.12,-2.59,1.99,1.09,1.05,7.27,5.49,1.64,0.06,-0.57,-1.37,1.93,-2.75,4.01,5.7,1.18,6.64,8.08,2.6,5.24,3.43
